Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
ZNF367,1.461758078,1.669711403,0.428097885,3.900302855,9.60724E-05,0.002707318,LBD
NPM3,1.061648106,1.185200201,0.340882953,3.476853832,0.000507334,0.002701902,AD
GPR82,1.388233077,1.229963803,0.353640426,3.478006794,0.000505157,0.002694233,AD
TCP11L2,2.650920748,2.187110786,0.561438882,3.895545633,9.79779E-05,0.002693734,MS
ZNF286B,0.733969233,1.049289279,0.30160548,3.479012646,0.000503265,0.0026861,AD
AGBL5,2.521795686,1.802534178,0.465331025,3.873660002,0.000107213,0.002681911,Epilepsy
RYR3,4.339857542,2.158678981,0.55248179,3.907240058,9.33564E-05,0.00266558,LBD
SLC16A10,1.15875368,3.23081336,0.828706698,3.898621029,9.6742E-05,0.002664871,MS
TTLL7,12.92778023,2.346504491,0.60171478,3.899695615,9.63137E-05,0.002658184,MS
GYPC,12.87184079,1.432674081,0.367306352,3.900488169,9.59989E-05,0.00265782,MS
SLC10A7,10.39209517,1.183717121,0.303416517,3.901294275,9.56798E-05,0.00265604,MS
KCNMB3,1.55574085,1.16143674,0.297100253,3.909241841,9.25862E-05,0.002653957,LBD
JMJD8,2.033063929,1.025125503,0.29425511,3.483798471,0.000494352,0.002651154,AD
RASA4B,0.920992245,2.714100999,0.778471967,3.486446674,0.000489483,0.002629824,AD
MECOM,4.611402936,2.227785954,0.56933898,3.912934179,9.11814E-05,0.002623978,LBD
RFTN2,3.3035533,1.872353921,0.478432609,3.913516522,9.09617E-05,0.002622818,LBD
CCR5,1.196719047,1.112348243,0.318816032,3.488997203,0.000484836,0.002611803,AD
DNA2,1.607449491,1.031256235,0.263007216,3.921018787,8.81754E-05,0.002593634,LBD
ZNF425,1.607016555,1.098260175,0.31452251,3.491833306,0.000479718,0.002592603,AD
RTL8C,2.955789,2.451267137,0.624991353,3.922081681,8.77872E-05,0.002587422,LBD
GSTO1,6.8848927,1.663357879,0.425399911,3.910103967,9.22564E-05,0.002575569,MS
EIF2AK3,5.220611806,1.632273125,0.417503851,3.909600165,9.2449E-05,0.002575569,MS
FBXL4,11.0191018,1.31442543,0.33623872,3.909203053,9.26011E-05,0.002575569,MS
DNAJC27,2.627245046,1.861212001,0.475879833,3.911096606,9.1878E-05,0.002570431,MS
METTL26,1.559166942,2.311089018,0.588360421,3.928015782,8.56496E-05,0.002534638,LBD
JARID2,17.32419931,1.154270762,0.294815714,3.91522808,9.03188E-05,0.002531754,MS
KLHL24,13.65720005,1.426939419,0.364316191,3.916760917,8.97467E-05,0.00252065,MS
PLA2R1,0.76255162,1.932667962,0.491730319,3.930341261,8.48254E-05,0.002520452,LBD
CDK2AP2,4.652723055,2.28481622,0.583093384,3.918439625,8.9124E-05,0.002508254,MS
PADI2,40.95600331,1.313389187,0.33518311,3.918422936,8.91302E-05,0.002508254,MS
SLC27A1,8.240314989,1.48277309,0.378137962,3.921248964,8.80912E-05,0.002488793,MS
AGTPBP1,17.71357944,1.42936245,0.364513597,3.921287055,8.80773E-05,0.002488793,MS
PDE3A,1.445457912,2.988235208,0.761688628,3.923171621,8.73909E-05,0.002478785,MS
CENPP,14.27998146,1.23460619,0.313497502,3.938169153,8.21057E-05,0.002472326,LBD
C1orf147,1.282186738,1.631842416,0.464962508,3.509621501,0.000448745,0.002465315,AD
ZC3H12C,9.201536338,1.759861911,0.448286461,3.925752984,8.64588E-05,0.002457215,MS
TMEM123,10.035814,1.407760823,0.358474783,3.927084662,8.59817E-05,0.002448513,MS
RP11-192H23.4,1.659782754,2.394333303,0.681635134,3.51263188,0.000443692,0.002446486,AD
NBPF3,1.614497137,2.2729125,0.578604506,3.928266161,8.55605E-05,0.002441371,MS
AC008074.1,0.862036016,1.927666332,0.548500747,3.514427906,0.000440702,0.002434505,AD
OLFML3,8.782306124,1.929705559,0.491070965,3.929585941,8.50923E-05,0.002432857,MS
ATP6AP2,13.13821102,1.65026706,0.419903517,3.930110114,8.4907E-05,0.002432415,MS
ADAMTS4,0.947564407,3.472677667,0.883385945,3.931099069,8.45584E-05,0.00242942,MS
CAPNS1,5.218740349,1.694575897,0.431078478,3.931014849,8.4588E-05,0.00242942,MS
NEK7,18.36268434,1.14612217,0.291568286,3.930887638,8.46328E-05,0.00242942,MS
LTBP1,1.888024033,1.501726498,0.426810534,3.518485089,0.000434018,0.002401556,AD
RNASE2,2.416862726,1.177661168,0.334589829,3.519715978,0.000432009,0.002394064,AD
FUT9,4.316141678,1.91274511,0.484392513,3.948750357,7.85602E-05,0.002382722,LBD
AC138150.1,1.349832665,2.824273849,0.652858998,4.326008917,1.51835E-05,0.002379504,COVID-19
SIGLEC11,1.845299235,2.503910775,0.710440231,3.524449584,0.000424364,0.002358848,AD
KLF2,1.485454323,2.490270464,0.632120464,3.939550461,8.16344E-05,0.002357523,MS
BX284668.5,1.011286723,2.896603115,0.73259533,3.953892408,7.689E-05,0.002351579,LBD
LINC01480,10.22256299,1.037296792,0.293886477,3.529583272,0.000416215,0.002328604,AD
FANCG,0.918732374,1.135513259,0.321558192,3.531283883,0.000413548,0.00231723,AD
MPDZ,4.395272311,2.977694338,0.754779761,3.945116829,7.97611E-05,0.002308076,MS
TSEN34,2.444811188,1.035330317,0.293019358,3.53331713,0.00041038,0.00230478,AD
BRMS1L,2.941693357,1.716842251,0.435040465,3.946396689,7.93361E-05,0.002300427,MS
DAZAP2,12.5200099,1.529776887,0.38762826,3.946505049,7.93003E-05,0.002300427,MS
AL354822.1,1.661447336,1.673702747,0.47354191,3.534434251,0.000408649,0.002296825,AD
GAPT,1.673726919,1.069210081,0.302233611,3.537694158,0.000403637,0.002274778,AD
GM2A,6.016951068,1.729922162,0.437839043,3.951045916,7.78104E-05,0.002265358,MS
CARMIL1,2.048892956,2.438951542,0.621310067,3.925498191,8.65504E-05,0.002261762,Epilepsy
NHSL2,2.484224135,1.454074956,0.366675984,3.965558201,7.32244E-05,0.00225837,LBD
SYNE2,2.156890648,1.019498949,0.287663733,3.54406494,0.000394008,0.002230831,AD
LINC02256,2.422150105,2.491384025,0.633956144,3.929899644,8.49813E-05,0.002228415,Epilepsy
AC022182.3,1.100453466,2.143472035,0.604357683,3.546694443,0.000390097,0.002212112,AD
SLFNL1,1.540307182,1.469628506,0.414100994,3.548961554,0.000386754,0.002196621,AD
AL138733.1,0.906456072,2.49917715,0.628622321,3.975641759,7.01897E-05,0.002196233,LBD
PPFIBP2,5.701840448,1.584437145,0.400037471,3.960721832,7.47235E-05,0.002182315,MS
CCSER2,19.54995886,1.030913257,0.260301431,3.960459432,7.48057E-05,0.002182315,MS
ZNF761,3.001331392,1.449937735,0.364489816,3.977992448,6.94996E-05,0.002180288,LBD
CSGALNACT1,73.60718508,1.227936916,0.311966678,3.936115628,8.28111E-05,0.00217902,Epilepsy
PDCD6,7.100667996,1.021328162,0.287463379,3.552898347,0.000381012,0.002172391,AD
SLC24A2,16.12186743,3.199570779,0.807141278,3.964077749,7.36802E-05,0.002158273,MS
MYLPF,0.905608695,1.594504061,0.44848937,3.555277268,0.000377581,0.002156192,AD
C3orf33,0.635345972,1.326165471,0.372793061,3.557377029,0.000374576,0.002144141,AD
PLEKHA6,7.525347057,2.652120719,0.672884962,3.941417726,8.10014E-05,0.002142523,Epilepsy
EIF1AD,1.72370409,1.035696905,0.291091305,3.557979526,0.000373718,0.002140827,AD
PEX5L,10.5875594,2.639624228,0.665324523,3.967423622,7.26538E-05,0.002138728,MS
C4orf48,9.571425057,2.232812275,0.562814644,3.96722491,7.27144E-05,0.002138728,MS
LRCH3,17.25018782,1.107531608,0.279042678,3.969040202,7.21627E-05,0.002131255,MS
RP11-66B24.4,0.999914748,2.424235343,0.680820165,3.560757257,0.000369787,0.00212163,AD
FRMD5,15.57981135,3.378537942,0.850646545,3.97172946,7.13527E-05,0.002111687,MS
SEPT8,4.152165928,2.163141551,0.544583811,3.97210036,7.12417E-05,0.002111687,MS
PLXND1,13.12859235,1.500077272,0.377605137,3.972608226,7.10899E-05,0.002111687,MS
PPP2R5A,6.487506086,1.395377001,0.35111935,3.974081752,7.06513E-05,0.002103969,MS
IKBKAP,1.991619441,2.415964002,0.677876766,3.564016534,0.000365223,0.002102873,AD
GPANK1,2.676789136,2.245053269,0.56478269,3.975074498,7.03572E-05,0.002099577,MS
ANKH,14.41316269,1.21160263,0.304685277,3.976570981,6.99161E-05,0.002092727,MS
TOM1L2,8.252442868,1.489081326,0.374317636,3.978122275,6.94617E-05,0.002085888,MS
PBDC1,2.116370404,1.15051322,0.322429499,3.5682629,0.000359356,0.002077273,AD
TMED7-TICAM2,1.805449633,1.246498233,0.312128017,3.993548049,6.50919E-05,0.002064161,LBD
SSFA2,7.93829769,1.450856496,0.406281629,3.571061035,0.000355538,0.002060091,AD
RP11-557H15.4,2.819539162,2.432246856,0.680898332,3.572114576,0.00035411,0.002055001,AD
SERHL2,1.27249304,1.16127478,0.325103069,3.572020357,0.000354238,0.002055001,AD
FUOM,2.157658497,2.922016204,0.733556896,3.983353193,6.79497E-05,0.002044771,MS
NFKBID,4.670332925,1.881323718,0.47555534,3.956056344,7.61972E-05,0.002033128,Epilepsy
PKD2L2,1.781391153,1.137558615,0.31785836,3.578822393,0.000345146,0.00202151,AD
GLT1D1,1.728919935,2.11333006,0.533792548,3.959084984,7.52375E-05,0.002018142,Epilepsy
RABGGTA,1.829255126,1.10679926,0.309083841,3.58090302,0.000342409,0.002008741,AD
MT-ND3,264.413115,1.04487126,0.291790348,3.580897266,0.000342416,0.002008741,AD
NOD2,1.114727154,1.094174508,0.305518514,3.581368907,0.000341799,0.002008342,AD
PIGP,2.648131888,2.016767854,0.505639359,3.988549976,6.64784E-05,0.002004709,MS
FANCD2OS,0.606978809,1.645433485,0.459331443,3.582235682,0.000340666,0.002004105,AD
STK39,3.274520236,2.782572244,0.697400329,3.989921037,6.60953E-05,0.002003265,MS
LIFR,2.741757434,2.707831935,0.678784752,3.989235063,6.62867E-05,0.002003265,MS
MICU1,13.27739129,1.204517383,0.30186225,3.990288235,6.5993E-05,0.002003265,MS
LIMS1,45.2183187,1.000464863,0.250792048,3.989220841,6.62907E-05,0.002003265,MS
EXOC8,2.505261659,1.056048186,0.294707985,3.58337147,0.000339188,0.001997014,AD
CTC-425F1.4,0.68113858,2.818663871,0.786163521,3.585340449,0.000336639,0.001987797,AD
BCDIN3D,1.451345592,1.00010597,0.278961403,3.585105172,0.000336942,0.001987797,AD
KLHL4,1.682529848,3.129102591,0.783344971,3.994539709,6.48201E-05,0.001979707,MS
MDGA2,7.071281291,2.873798927,0.65509855,4.386819247,1.1502E-05,0.001970681,COVID-19
SLFN13,1.201268458,1.669335322,0.465087029,3.589296662,0.000331571,0.001967225,AD
RP11-41O4.1,1.999668296,2.554093648,0.711287578,3.590803112,0.000329661,0.001959068,AD
PPDPF,6.989710852,2.42465884,0.606423045,3.998296011,6.38001E-05,0.001956902,MS
TMEM187,0.867464283,1.036010049,0.288248471,3.594156266,0.000325444,0.001940323,AD
ZGLP1,1.1098409,1.137934077,0.316486831,3.59551793,0.000323747,0.001932566,AD
SPATA21,0.711946229,1.372093698,0.381474448,3.59681679,0.000322135,0.001925036,AD
NRL,1.825246322,1.005493498,0.279499287,3.597481446,0.000321313,0.001921178,AD
TNFRSF11B,1.606401605,1.44097814,0.400435991,3.598523041,0.00032003,0.001914966,AD
RCN1,2.574713067,1.120578035,0.311201633,3.600810268,0.000317227,0.001900632,AD
PCDH11X,2.693468315,1.635058095,0.406758932,4.019722655,5.82667E-05,0.001896027,LBD
FANCI,2.239412013,1.455158631,0.36203987,4.019332542,5.83632E-05,0.001896027,LBD
FAM212B,1.969725419,2.530964597,0.702573664,3.602418829,0.00031527,0.001891436,AD
FAM173B,3.453564856,1.193303787,0.331263101,3.602284056,0.000315433,0.001891436,AD
ZMYM4-AS1,1.415020494,1.544521872,0.428630874,3.603384555,0.0003141,0.001886477,AD
LINC00472,1.463406053,1.562621879,0.433367925,3.605762649,0.000311238,0.00187359,AD
GRIK1,8.527920248,1.846541303,0.458970045,4.023228366,5.74058E-05,0.001873248,LBD
DNAJB2,7.054423999,1.818877756,0.453619969,4.009695075,6.07972E-05,0.001868797,MS
EIF3C,1.744328988,1.362554842,0.377741355,3.607110593,0.000309626,0.001866564,AD
UTP14C,1.765375206,1.13479456,0.31454512,3.607732213,0.000308885,0.001863782,AD
AC002429.2,0.876529446,2.812720371,0.698337463,4.027738049,5.6316E-05,0.001849389,LBD
SYVN1,4.533972023,1.001147899,0.27702097,3.613978748,0.000301534,0.001833662,AD
FAU,32.66420273,1.736926819,0.43255598,4.015496027,5.93209E-05,0.001827339,MS
CETN3,3.38047291,1.932322231,0.481012593,4.017196765,5.88945E-05,0.001818115,MS
SLC35B2,1.872761507,1.036266928,0.286485328,3.617172765,0.000297839,0.001815722,AD
RP11-554D14.8,0.822185531,2.719469076,0.751552273,3.618469629,0.00029635,0.001808912,AD
APBB2,6.197800365,2.884849784,0.717420807,4.021140393,5.79171E-05,0.001791802,MS
AL021368.2,1.231881527,2.196011474,0.543782268,4.03840214,5.38165E-05,0.001787862,LBD
SPRYD4,2.832175557,1.059116023,0.292420904,3.621888895,0.00029246,0.001787403,AD
ZBTB20-AS5,0.961144139,2.409771675,0.596458412,4.040133604,5.34208E-05,0.001783009,LBD
MEIS2,2.9571058,3.151161121,0.7830512,4.024208277,5.71673E-05,0.001775365,MS
DNAJC1,14.04411375,1.075102229,0.267184516,4.023819367,5.72618E-05,0.001775365,MS
SYCE2,0.76752797,1.459827474,0.402529747,3.626632526,0.000287141,0.001763748,AD
EHBP1,16.01947199,1.429190558,0.354954548,4.026404408,5.66362E-05,0.001763604,MS
ILF3-AS1,3.222433006,2.385162636,0.657452358,3.627886653,0.000285751,0.001755943,AD
WBP4,5.612279507,1.623653609,0.402970868,4.029208408,5.5965E-05,0.001746498,MS
TMEM267,1.18324507,2.004564801,0.495299984,4.04717316,5.18399E-05,0.001746192,LBD
KLF7,12.05593003,1.586775649,0.393685112,4.030570632,5.56416E-05,0.001740197,MS
ZFP3,1.58777699,1.045122539,0.287784206,3.63161882,0.000281649,0.001738044,AD
ZUP1,1.12994409,2.120307765,0.523674132,4.048906826,5.14574E-05,0.001737312,LBD
RUSC1,3.174465543,1.015927775,0.279660721,3.632715286,0.000280454,0.001733105,AD
ORAI3,2.608879844,1.01808034,0.280231432,3.632998388,0.000280147,0.00173243,AD
LRRC8D,4.720304309,1.98411522,0.445616044,4.452521953,8.48676E-06,0.001731029,COVID-19
PTPN22,1.657494348,2.450576219,0.607400532,4.034530908,5.47115E-05,0.001714852,MS
CYB5R3,6.623644634,1.849803637,0.458329266,4.035971027,5.43769E-05,0.001708103,MS
HERC3,12.584699,1.353713952,0.335339751,4.036843078,5.41753E-05,0.001705509,MS
FCGR1B,24.71806578,1.061430671,0.29170476,3.638715638,0.000274001,0.001703071,AD
PACRG,2.259515603,1.654880949,0.408063196,4.055452597,5.00373E-05,0.001693277,LBD
SH3GL3,5.610630356,2.842539009,0.703593488,4.040030298,5.34443E-05,0.001686203,MS
LINC02482,0.525322332,2.329541298,0.574123345,4.057562401,4.95876E-05,0.001681951,LBD
MESDC1,1.870251875,2.705164809,0.742238383,3.644603772,0.000267804,0.00167166,AD
YAP1,0.838155454,2.384517894,0.587373464,4.05962823,4.91509E-05,0.001671017,LBD
TCEAL1,4.425470254,1.029130094,0.282341001,3.644989894,0.000267402,0.001669865,AD
AL138686.1,0.736616874,2.853569053,0.702761554,4.060508199,4.8966E-05,0.001668611,LBD
AL645568.1,1.240986,2.815655585,0.628222224,4.481942024,7.39668E-06,0.001667498,COVID-19
PLAC8,7.072178778,1.679524077,0.413290451,4.063786309,4.8283E-05,0.001652582,LBD
CEP112,3.674930453,1.23742083,0.304446811,4.064489376,4.81377E-05,0.001651938,LBD
DIRC3,7.367566967,3.178790611,0.785686176,4.045878251,5.21273E-05,0.001648282,MS
SGSH,1.735729937,1.12995655,0.309643488,3.649217876,0.00026304,0.00164755,AD
RABGAP1,16.87003064,1.070602792,0.264527804,4.047222168,5.1829E-05,0.001642476,MS
EMP2,1.527637021,2.551523954,0.630036392,4.049804086,5.12605E-05,0.001628062,MS
LINC01678,1.859337049,2.43336501,0.598080607,4.068623832,4.72916E-05,0.001626721,LBD
PRRG4,4.070039015,1.236856289,0.307127344,4.027177371,5.64504E-05,0.001616864,Epilepsy
LAMTOR1,9.992290538,1.550316134,0.382547635,4.052609381,5.06495E-05,0.001615151,MS
CCDC12,10.79163975,1.31850248,0.325380536,4.05218609,5.07413E-05,0.001615151,MS
LINC02241,1.21771898,2.286504891,0.561515254,4.072026315,4.66059E-05,0.001606915,LBD
TBCE,2.301901006,1.295530382,0.354228596,3.657328617,0.000254858,0.00160524,AD
PDP2,1.521082066,2.354254458,0.580541971,4.055270031,5.00764E-05,0.001601104,MS
EZH2,3.345181065,1.105793475,0.271363311,4.074955715,4.60231E-05,0.001598128,LBD
ZDHHC12,2.098863322,1.175160193,0.321122763,3.659535627,0.000252673,0.001594915,AD
HTRA2,2.986571749,1.046910404,0.286065149,3.659692232,0.000252518,0.001594629,AD
AC096564.1,1.557685788,4.030189745,0.993409898,4.056925295,4.9723E-05,0.00159336,MS
FBXL6,1.55255615,1.098095303,0.30000872,3.660211286,0.000252007,0.001592778,AD
FRAT2,1.399750146,1.025787471,0.280235206,3.66045182,0.000251771,0.001591972,AD
CHD4,8.365160195,1.016086995,0.277573131,3.660610052,0.000251615,0.001591677,AD
MRM2,0.778868856,2.726163225,0.675401528,4.03635928,5.42871E-05,0.001581709,Epilepsy
THAP2,1.941071214,1.112950108,0.303861176,3.662692695,0.000249578,0.001581638,AD
CD300LF,3.5351325,1.828879497,0.450445052,4.060161146,4.90389E-05,0.001574961,MS
CD63,23.46139663,1.786307224,0.439895364,4.060754828,4.89143E-05,0.001574491,MS
UCP2,9.097075736,1.915090645,0.471412997,4.062447701,4.85608E-05,0.001566634,MS
CCL5,0.663184872,4.601451067,1.132170527,4.064273851,4.81822E-05,0.001557928,MS
KLHL32,5.233138407,3.041280258,0.748212052,4.064730377,4.8088E-05,0.001557928,MS
TMCC1,25.03274644,1.320627143,0.324832509,4.065563348,4.79166E-05,0.001556365,MS
LHFPL6,1.617275239,3.847766103,0.94628286,4.066190213,4.77879E-05,0.001555715,MS
DNAJB4,2.092845368,2.529757432,0.68962198,3.668324828,0.000244145,0.001553833,AD
SLC12A6,14.12633463,1.100036962,0.270455,4.067356726,4.75494E-05,0.001551476,MS
PRELID3B,2.014760729,1.0655964,0.29035842,3.669934563,0.000242613,0.001547449,AD
SORCS1,6.686807598,2.961477771,0.727349082,4.071604464,4.66904E-05,0.00153042,MS
SLC25A35,1.260922609,1.201886927,0.327119934,3.674147621,0.000238645,0.001524136,AD
LINC01317,1.212831255,2.137128137,0.581533389,3.674987849,0.000237861,0.001519793,AD
TBC1D3P1-DHX40P1,1.652219302,3.936856032,1.071198168,3.675189289,0.000237673,0.001519258,AD
ZNF30,1.994771716,2.231315094,0.547452287,4.075816554,4.58532E-05,0.001506423,MS
NFKB2,2.181395515,1.06063152,0.288104999,3.681406171,0.000231951,0.00148854,AD
COL4A5,2.963218322,3.238520181,0.793851504,4.079503743,4.51319E-05,0.001486138,MS
ZNF580,2.54565067,2.546678464,0.69139306,3.683401832,0.000230142,0.001480178,AD
NFIX,5.753577702,1.802131697,0.441472181,4.082095717,4.46314E-05,0.001473042,MS
ADCY2,4.517833512,1.553611197,0.379416963,4.094733095,4.22655E-05,0.001471141,LBD
PLPP3,2.227266541,1.596494306,0.433100713,3.686196436,0.000227631,0.001468549,AD
EGLN3,2.176204005,1.49829392,0.406262315,3.687996317,0.000226027,0.001458847,AD
PPP1R14B,2.394974737,1.016901334,0.275662561,3.688935237,0.000225195,0.001454116,AD
FAM177A1,6.674253311,1.636577498,0.400534632,4.085982499,4.38907E-05,0.00145194,MS
ST6GALNAC6,1.155468814,2.303305084,0.624098201,3.69061324,0.000223714,0.001447754,AD
SPDYA,1.031542255,1.056152286,0.28616832,3.690668085,0.000223666,0.001447754,AD
TMOD1,6.335229508,1.056813541,0.259782653,4.068068166,4.74045E-05,0.001443079,Epilepsy
RPL38,23.95514594,2.021744271,0.494533624,4.088183641,4.34764E-05,0.001442076,MS
PRKACB,18.84981428,1.450757187,0.3548731,4.08810132,4.34918E-05,0.001442076,MS
ADAMTSL3,1.323246784,1.905080484,0.464331943,4.102841758,4.08106E-05,0.001439517,LBD
ATAD2,3.762968968,1.241470679,0.302733504,4.10086979,4.116E-05,0.001439517,LBD
RFX2,3.273038692,1.19175084,0.290576478,4.101332801,4.10777E-05,0.001439517,LBD
FOLH1,1.389011269,3.410463035,0.833630129,4.091098576,4.29335E-05,0.001430462,MS
PER1,7.503766163,2.383193384,0.582537836,4.091053382,4.29418E-05,0.001430462,MS
ADAMTS9-AS2,1.322352637,2.154907386,0.524749453,4.10654527,4.01621E-05,0.001428539,LBD
MT-ATP8,40.12043263,1.788558412,0.483902614,3.696112321,0.000218926,0.001423069,AD
NOXRED1,0.856910964,2.618064639,0.63955004,4.093604056,4.24719E-05,0.001421421,MS
CRLF1,2.998050122,1.402952631,0.379503872,3.696807156,0.000218328,0.001421077,AD
MAK,3.842559216,1.293204689,0.349731056,3.697711901,0.000217552,0.001417442,AD
ZNF574,0.731340088,1.053617289,0.28479322,3.699586979,0.000215951,0.001409367,AD
RP11-630C16.2,1.157644845,2.578107344,0.696739018,3.700248266,0.000215389,0.001408214,AD
SERF2,42.99086568,1.78712487,0.436051318,4.098427864,4.15966E-05,0.001395385,MS
TGIF1,2.996475438,2.092067518,0.510213112,4.100379757,4.12473E-05,0.001387342,MS
PXK,8.915909388,1.502105221,0.366339556,4.100308572,4.126E-05,0.001387342,MS
CTD-2282P23.2,5.114715079,4.54873696,1.227648286,3.70524442,0.000211187,0.001386324,AD
RP11-552D4.1,7.890852757,2.598702463,0.701278462,3.705664159,0.000210838,0.001386125,AD
GRWD1,1.472072309,1.140145394,0.307579478,3.70683181,0.000209868,0.00138404,AD
RP11-479O9.4,1.095725545,3.72008419,1.00320114,3.70821368,0.000208726,0.001378217,AD
