Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Group
FXN,2.405554094,2.089470046,0.645047586,3.239249462,0.001198447,0.005192678,AD
LINC01088,1.360124023,1.770360659,0.480716482,3.682754231,0.000230728,0.00518127,LBD
MTSS1L,1.548475859,1.640812034,0.445442247,3.683557285,0.000230002,0.005180883,LBD
AC078923.1,0.431028771,3.173903737,0.861228996,3.685319179,0.000228416,0.005161076,LBD
AC004448.2,0.83525543,2.516504511,0.682768815,3.685734405,0.000228044,0.005160645,LBD
ACSM3,1.475515238,1.187942433,0.366438333,3.241861795,0.001187516,0.005156654,AD
RNF175,3.555560724,1.080633023,0.333340809,3.241826363,0.001187664,0.005156654,AD
SCD5,8.067778002,2.092486584,0.568490029,3.680779744,0.000232522,0.005155793,MS
ARL4C,1.763448446,2.729529128,0.741396153,3.681606816,0.000231769,0.005147061,MS
RP11-284M14.1,1.078641776,2.513765982,0.775201648,3.242725282,0.001183923,0.005146527,AD
RPP21,2.043410016,2.012305246,0.620522765,3.242919291,0.001183117,0.005144554,AD
ANKRD30B,0.73296417,2.076497245,0.563052284,3.687929704,0.000226086,0.005132224,LBD
KCNE1,0.806090532,1.245224971,0.383663929,3.245613875,0.001171977,0.005105039,AD
FILIP1L,8.270210175,1.206234232,0.329205146,3.66408073,0.000248228,0.005094638,Epilepsy
QTRT2,1.121564943,2.819788333,0.76528729,3.684614093,0.000229049,0.005094571,MS
AC090559.1,1.035027081,2.814667171,0.701946841,4.009801038,6.07699E-05,0.005088575,COVID-19
MIR29B2CHG,2.415763001,2.413158147,0.658162607,3.666507519,0.000245886,0.005074187,Epilepsy
FAM65A,2.809952914,2.141250812,0.659248359,3.248018417,0.001162117,0.005071342,AD
LIFR,2.741757434,1.609652915,0.436035608,3.691562994,0.00022288,0.005067318,LBD
SEPP1,3.305115928,2.261196815,0.696016664,3.248768213,0.001159059,0.005059505,AD
HN1L,1.24151949,2.273189,0.699513191,3.249672814,0.001155379,0.005047961,AD
LTV1,2.16681534,1.148290089,0.353346626,3.24975535,0.001155043,0.005047961,AD
ADCK2,2.168494371,2.232524726,0.605446496,3.687402172,0.000226555,0.00504693,MS
CCDC124,3.546331925,2.023398554,0.54853406,3.68873822,0.000225369,0.005028325,MS
RFX4,1.364211484,1.678956139,0.454330397,3.695451922,0.000219496,0.00499815,LBD
TRAPPC5,2.299633063,1.528780141,0.469880416,3.253551515,0.001139721,0.004995975,AD
TMED10,16.64925787,1.318802281,0.357266656,3.691366825,0.000223052,0.004984398,MS
RPS15A,18.50075941,1.000722005,0.307475985,3.254634684,0.001135383,0.004978454,AD
DSEL,1.308274,2.685821652,0.727281974,3.69295782,0.000221661,0.004961046,MS
ABHD6,4.116161639,1.429378222,0.387028888,3.693208091,0.000221443,0.004961046,MS
GTDC1,23.77414039,1.155821838,0.312972384,3.693047362,0.000221583,0.004961046,MS
NHSL1,39.51583404,1.773887635,0.479995814,3.695631472,0.000219341,0.004932244,MS
ABHD4,0.679905812,2.699743796,0.730332333,3.696596293,0.000218509,0.004921271,MS
AC130324.2,0.453399152,1.876760459,0.507122933,3.700799815,0.000214921,0.004909265,LBD
SYCP3,0.910046166,1.464969462,0.395822062,3.701080872,0.000214683,0.004909265,LBD
FTSJ2,1.020165988,2.325110673,0.713136942,3.260398578,0.001112557,0.004900415,AD
RP11-849H4.2,1.116208889,2.309354798,0.707486304,3.264168911,0.001097857,0.004854668,AD
OTUD7A,7.40905348,1.46764736,0.396051048,3.705702508,0.000210806,0.004850906,LBD
RAPGEF4,5.65828261,1.115393976,0.30095697,3.706157652,0.000210427,0.004850906,LBD
RP11-608O21.1,1.653172291,4.538462656,1.390208631,3.264591051,0.001096222,0.004848918,AD
ELOA,1.346822241,3.331914703,0.900203333,3.701291234,0.000214505,0.004838695,MS
CTSB,98.14464438,1.19551002,0.322936819,3.701993547,0.000213912,0.004832928,MS
ZNF230,0.803163967,1.015316673,0.310878664,3.26595805,0.001090944,0.004831418,AD
CLN6,3.35960116,1.721749355,0.526796254,3.268340164,0.001081803,0.004804032,AD
C22orf39,2.47975205,2.263471593,0.69241142,3.268969184,0.001079401,0.004794821,AD
FAM208A,13.27481192,1.029537732,0.3149263,3.269138629,0.001078754,0.004793407,AD
LINC00680,1.442813349,2.017074676,0.616914106,3.269619964,0.001076921,0.004788302,AD
GNG12,0.492839875,2.622214927,0.707759469,3.704952096,0.000211431,0.004785294,MS
DCTN6,3.286793737,1.985104428,0.535771088,3.705135405,0.000211278,0.004785294,MS
MYLIP,4.377516769,1.488245178,0.401695863,3.704905409,0.00021147,0.004785294,MS
ZNF512B,2.145430124,1.021046052,0.31215406,3.270968356,0.001071799,0.004772656,AD
BTG1,15.50681208,1.437620446,0.387794234,3.707173343,0.000209585,0.004765242,MS
AC006148.1,1.129198569,2.235913459,0.602245288,3.712629226,0.000205117,0.004764408,LBD
LAMA2,3.178563287,1.738301273,0.468244564,3.71237897,0.00020532,0.004764408,LBD
POLE2,2.75153923,1.385129852,0.372954502,3.713937883,0.000204059,0.004750218,LBD
C19orf48,1.853190126,1.012123877,0.309231905,3.273025391,0.001064029,0.004749437,AD
SPECC1L,3.652207344,1.472143831,0.449639786,3.274051533,0.001060173,0.004738204,AD
MCF2L2,30.18578967,2.311489985,0.626721187,3.68822697,0.000225822,0.004707563,Epilepsy
PLA2G16,9.880457443,1.664132708,0.448452392,3.710834724,0.000206577,0.004704306,MS
DNAJC3-AS1,1.42539818,2.348169265,0.716569853,3.276957933,0.00104932,0.004695442,AD
LINC00869,3.561561343,1.77592095,0.541784638,3.277909385,0.00104579,0.004683946,AD
CHDH,0.958988657,1.03539126,0.315798118,3.278649245,0.001043052,0.004675816,AD
C4orf36,1.065595372,1.346178158,0.410331118,3.280711844,0.001035455,0.004649052,AD
TEX11,0.888200772,1.374909313,0.419003299,3.281380636,0.001033002,0.004642318,AD
PLCH1,1.601569888,1.348234464,0.410730297,3.282529859,0.001028801,0.004633407,AD
SYAP1,5.762463661,1.138249574,0.308043342,3.695095526,0.000219804,0.004609234,Epilepsy
LURAP1,2.152290206,2.137463165,0.5749901,3.717391251,0.000201291,0.004604055,MS
RPL35,38.77006757,1.882659788,0.506542643,3.716685683,0.000201853,0.004604055,MS
IQGAP1,10.93346783,1.484749116,0.399441424,3.717063441,0.000201552,0.004604055,MS
TAGLN2,2.693636745,1.046242431,0.318452393,3.285396668,0.001018389,0.004593591,AD
EDIL3,14.52790187,2.974071039,0.799756624,3.718720107,0.000200235,0.004589061,MS
PSMA3,8.340555327,1.395701143,0.375223561,3.719652194,0.000199497,0.004579486,MS
RTF1,10.72400998,1.254324112,0.337197062,3.719854811,0.000199337,0.004579486,MS
PCAT1,1.235732064,1.637722122,0.439603237,3.725455103,0.000194963,0.004574906,LBD
OXSR1,10.94069675,1.118993662,0.300661132,3.72177692,0.000197826,0.004555717,MS
CEBPD,26.40967331,1.651579783,0.443542851,3.723608171,0.000196396,0.004530067,MS
PCOLCE2,0.53769276,1.911891867,0.581090058,3.290181684,0.001001227,0.004528756,AD
RNF180,3.024335049,1.458785422,0.360039801,4.051733778,5.08395E-05,0.00452116,COVID-19
CCDC150,1.108781146,1.013232051,0.307833736,3.291491262,0.000996577,0.004516107,AD
MTA2,2.22729165,1.011457184,0.307197876,3.292526616,0.000992915,0.004502303,AD
AL592295.3,0.651664887,2.367844861,0.634269191,3.733185995,0.000189073,0.004460167,LBD
CCDC150,1.108781146,1.503998605,0.402696164,3.734822282,0.000187848,0.004450805,LBD
MTX1,1.656637915,1.104585614,0.334942331,3.297838196,0.000974323,0.004426427,AD
SPOCK3,12.9870502,3.087163328,0.827422614,3.73105989,0.000190676,0.004412345,MS
RP11-24F11.2,1.864143325,2.354440051,0.713507464,3.299811383,0.000967498,0.00440406,AD
AQP4,4.302791116,1.216850133,0.368712598,3.300267311,0.000965928,0.004399034,AD
DPYS,2.009005364,1.83069194,0.493156913,3.712189554,0.000205474,0.004395294,Epilepsy
ACACB,2.018843522,1.504646286,0.402230118,3.740759876,0.000183465,0.004368194,LBD
RP11-304M2.3,2.157767401,3.81434229,1.154128163,3.30495556,0.000949915,0.004340982,AD
FOXN2,13.11857071,1.276451647,0.341699224,3.735600071,0.000187268,0.004340499,MS
PLD3,20.67749021,1.319519116,0.353189344,3.736010554,0.000186963,0.004340447,MS
ERN1,3.936774156,1.441236504,0.385717558,3.736507386,0.000186594,0.004338916,MS
AC019130.1,0.452424229,2.44777415,0.653912073,3.743277197,0.000181636,0.004338777,LBD
UGT2B7,0.579196667,1.773841059,0.536584772,3.305798359,0.000947062,0.004333365,AD
RP11-701P16.2,1.75030639,3.158961011,0.955309151,3.306742124,0.000943877,0.004324542,AD
ABHD15-AS1,14.75866984,1.434453735,0.433316332,3.310407732,0.000931602,0.004283336,AD
LINC00863,1.056527166,1.632651548,0.493120606,3.310856465,0.000930109,0.00427856,AD
PABPC4,14.03076144,1.414708033,0.37813269,3.741300528,0.00018307,0.004263904,MS
SLC26A3,61.91800786,1.775096986,0.535848194,3.31268633,0.000924046,0.004256024,AD
FOXP1,38.33826524,1.323803459,0.353014738,3.749994874,0.000176838,0.004251969,LBD
SNX24,13.31837988,1.005293383,0.268592061,3.742826124,0.000181962,0.004244993,MS
MXD3,1.967364163,1.182888301,0.356705053,3.316152352,0.000912661,0.004210219,AD
MAN1A1,24.32481167,1.345315454,0.359198351,3.745327478,0.000180159,0.004209775,MS
C19orf81,0.836355204,1.652431546,0.440254347,3.753356572,0.000174482,0.004209172,LBD
PAFAH1B3,2.387995141,1.028899189,0.310229684,3.316572343,0.00091129,0.004205223,AD
NBDY,1.544839775,2.058554453,0.55267949,3.724680381,0.000195563,0.00419647,Epilepsy
CRB1,1.802629482,1.832347266,0.487924808,3.75538861,0.000173073,0.004182066,LBD
RP11-286N22.8,1.304494537,2.192094962,0.660181333,3.320443723,0.000898745,0.004159148,AD
GPR85,2.344833526,1.080993888,0.325212247,3.323964268,0.000887476,0.004117436,AD
GFER,1.363816734,2.421229636,0.645338844,3.751873392,0.000175518,0.004108041,MS
TCTE3,2.022179335,1.106834792,0.332860422,3.325221984,0.000883482,0.004104105,AD
SHLD2,1.539550977,2.120067005,0.567681676,3.734605319,0.00018801,0.004102498,Epilepsy
MATR3,0.998364628,1.271145465,0.381927452,3.328238012,0.000873972,0.004070274,AD
FAM72A,1.721285395,1.10905782,0.333178807,3.328716584,0.000872471,0.004064582,AD
CD151,4.004910966,2.48044828,0.660226745,3.756964253,0.000171987,0.004049567,MS
PCSK5,6.510310383,1.536639761,0.409084981,3.756284959,0.000172454,0.004049567,MS
RAB5B,4.964085697,1.518884188,0.404356033,3.756304006,0.000172441,0.004049567,MS
TIMP3,1.365864119,2.907391993,0.77359511,3.758286415,0.000171081,0.004037173,MS
FNDC3B,30.71475985,1.31186855,0.348951858,3.759454261,0.000170284,0.004025006,MS
LINC00998,1.290883111,2.192787851,0.657759195,3.33372436,0.000856915,0.004008718,AD
CDC42BPA,8.325989714,2.28743663,0.608172252,3.761165725,0.000169123,0.004004169,MS
TENT5A,2.232262461,1.504923043,0.45130581,3.334597094,0.000854231,0.003997654,AD
TCN2,0.48530294,1.153955794,0.346057091,3.334582134,0.000854277,0.003997654,AD
STXBP3,13.11264391,1.093567606,0.29068366,3.762053934,0.000168524,0.003996578,MS
PLIN5,0.732626165,1.335730573,0.400399703,3.335992919,0.000849953,0.003981245,AD
HDHD3,3.697661947,1.159329643,0.307485769,3.770352186,0.000163017,0.003978548,LBD
MMP24,6.726278303,1.299996334,0.389437418,3.33813926,0.000843415,0.003963069,AD
RGMA,0.970932439,1.863531634,0.493976788,3.772508502,0.000161614,0.003961209,LBD
SH3D19,10.04348626,1.451864625,0.384877588,3.772276354,0.000161765,0.003961209,LBD
AGBL1,1.722024998,1.358812193,0.40670685,3.341011331,0.000834738,0.003932658,AD
AC027031.2,0.875459255,2.118507499,0.560663576,3.77857166,0.00015773,0.003925336,LBD
ZNF354A,3.506433862,1.151835869,0.304835469,3.778549369,0.000157745,0.003925336,LBD
KLHL29,1.580027066,2.801315318,0.743625272,3.767106129,0.000165151,0.003923085,MS
ANP32B,7.800503352,1.353944664,0.359253551,3.768771833,0.000164053,0.00390869,MS
NPIPB3,1.879374419,1.217288841,0.363872163,3.345375011,0.000821714,0.003888843,AD
KIZ,6.368443957,1.307535429,0.346670351,3.771696731,0.000162141,0.003877314,MS
AC074117.10,0.90103325,2.516688861,0.751510836,3.348839085,0.000811509,0.003853021,AD
MSI1,0.582021787,1.901504141,0.567737182,3.349268288,0.000810253,0.003848307,AD
KCNN3,1.715209519,1.814264498,0.479089314,3.786902454,0.000152537,0.003841654,LBD
CENPE,1.364580334,1.697222092,0.448209366,3.786672521,0.000152678,0.003841654,LBD
TMEM44-AS1,2.130170185,1.650644789,0.439484444,3.755866249,0.000172743,0.003841005,Epilepsy
SLC39A1,5.690447177,1.073106555,0.320285062,3.350473318,0.000806736,0.00383534,AD
ACOT11,3.99949386,1.72063458,0.455771546,3.775212813,0.000159871,0.003829421,MS
DHPS,4.068098715,1.294849954,0.386309776,3.351843613,0.000802754,0.00382761,AD
EBP,1.538921378,1.189234026,0.354761181,3.35221013,0.000801691,0.003825042,AD
ZBTB39,1.282260439,1.0295566,0.307117792,3.352318322,0.000801378,0.003824795,AD
EVA1C,3.525401929,2.265825949,0.599996781,3.776396842,0.000159113,0.003817656,MS
RP11-287D1.3,1.613568076,3.584470485,1.069027453,3.353020052,0.000799349,0.003817471,AD
AC142528.1,0.586143309,2.405782886,0.717514608,3.352939244,0.000799583,0.003817471,AD
GFM2,4.329138833,1.463877923,0.387530242,3.77745467,0.000158439,0.00381426,MS
RP11-946L16.1,1.345740789,2.597338646,0.774416904,3.353928138,0.000796731,0.003811323,AD
SELENOO,1.234080948,2.251017841,0.598700975,3.759836604,0.000170024,0.003799804,Epilepsy
FAM124A,1.159293613,2.945398627,0.779406846,3.779025859,0.000157443,0.003799229,MS
AZI2,4.99348522,1.686747305,0.446364389,3.778857241,0.00015755,0.003799229,MS
FAM177B,20.34174465,1.620724497,0.43069544,3.763040761,0.00016786,0.003777085,Epilepsy
USP39,21.49018799,1.294091051,0.343931762,3.762638967,0.00016813,0.003777085,Epilepsy
RFFL,3.564480597,1.694472234,0.408597233,4.147047741,3.3679E-05,0.003767737,COVID-19
AGTPBP1,17.71357944,1.14234099,0.276096708,4.137466904,3.51161E-05,0.003767737,COVID-19
SLC47A1,6.505879598,1.102959442,0.328387286,3.35871542,0.000783057,0.003759484,AD
HIP1,7.921901667,1.971029225,0.521105899,3.782396686,0.000155326,0.003758249,MS
MYLK,1.32982643,2.738182673,0.723686408,3.783659111,0.000154539,0.003745555,MS
MT-ND4,250.0246922,2.163725614,0.57175353,3.78436774,0.0001541,0.00374123,MS
IQCH,2.517205001,1.422096729,0.423001546,3.361918514,0.00077403,0.003729578,AD
RPL37A,40.60602735,1.895558404,0.50067636,3.785995418,0.000153094,0.003723133,MS
GRM3,5.792348959,2.87228506,0.758439725,3.787097333,0.000152417,0.003720467,MS
PLEKHG3,1.369907638,2.41728547,0.638274196,3.78722105,0.000152342,0.003720467,MS
PPT1,16.68712315,1.237142709,0.326716321,3.786595983,0.000152725,0.003720467,MS
IMMP1L,5.628174366,1.177865312,0.310934091,3.788151084,0.000151773,0.003720467,MS
SPDYE16,2.21868992,2.03974645,0.541245612,3.76861522,0.000164156,0.003715244,Epilepsy
PIDD1,2.212462149,1.163324386,0.306354672,3.797312376,0.000146273,0.003706016,LBD
CORO7,2.402762066,1.833988768,0.544877811,3.36587163,0.000763022,0.003689917,AD
LNPK,1.365373349,2.506112825,0.602452484,4.159851429,3.18455E-05,0.003686615,COVID-19
U2AF1L5,0.992520437,1.279759806,0.380051829,3.367329684,0.000758999,0.003681868,AD
PET100,3.351797163,1.803340587,0.535117111,3.369992383,0.000751703,0.003659839,AD
SULF2,1.271092466,1.701605337,0.450962661,3.77327323,0.00016112,0.003651966,Epilepsy
NOP16,1.672717216,1.149348259,0.34094633,3.371053328,0.000748814,0.003650185,AD
PTPA,2.484156538,3.471311453,0.914186771,3.797157826,0.000146365,0.003596101,MS
SSNA1,5.069154316,2.010335382,0.529352923,3.797722267,0.000146032,0.003594089,MS
SEPT9,4.718878313,1.772741079,0.46672511,3.798255208,0.000145718,0.003592544,MS
RP1-125I3.2,0.768071858,2.713447663,0.803367365,3.377592596,0.000731233,0.003583607,AD
CSRP1,5.893517198,2.189709868,0.576192553,3.800309216,0.000144516,0.003575202,MS
RPL18A,14.83551216,1.564005891,0.462897301,3.378731926,0.00072821,0.003571184,AD
FANK1,1.14492643,1.184369336,0.350370372,3.380335304,0.000723974,0.003552797,AD
MICU2,18.10276144,1.214800119,0.319303416,3.804532176,0.000142072,0.00352084,MS
CIT,3.744225578,1.697595452,0.445428442,3.811151897,0.000138321,0.003517076,LBD
RP11-701H24.9,1.047724503,2.998836016,0.886066804,3.384435577,0.000713248,0.003509581,AD
AP000439.1,2.73971362,2.231161377,0.659191647,3.384693035,0.000712579,0.003507472,AD
MED7,2.009871264,2.04205757,0.603181664,3.385476868,0.000710547,0.003498648,AD
KCTD7,7.108350299,2.1710981,0.641113582,3.386448459,0.000708036,0.003490897,AD
HAGHL,2.472540992,1.172919408,0.346366891,3.386349678,0.000708291,0.003490897,AD
MYRIP,4.694708736,1.331460416,0.392743132,3.390155824,0.000698529,0.003459691,AD
RNF7,5.963940612,1.237611232,0.365049083,3.390259803,0.000698264,0.003459691,AD
GBP1,2.076182416,1.066192461,0.314387476,3.391332482,0.000695537,0.003452649,AD
RP11-707P17.1,1.691942491,3.020595959,0.890123617,3.393456709,0.000690165,0.003436484,AD
PSMC2,5.781869043,1.559620459,0.409205619,3.811336855,0.000138217,0.003431238,MS
TSHR,3.123428416,1.299385993,0.382849745,3.393984223,0.000688837,0.00343104,AD
MOG,2.929714627,2.688217974,0.704967575,3.813250522,0.000137151,0.003410678,MS
EVI2A,4.819682968,2.755967323,0.722526081,3.814349956,0.000136542,0.003401436,MS
FNIP2,33.25604911,1.223411137,0.320708117,3.814718348,0.000136338,0.003401436,MS
CCNI,26.73514762,1.128024409,0.295633422,3.815618692,0.000135842,0.003395816,MS
A2ML1-AS1,1.301797639,2.279597812,0.596567408,3.821190666,0.000132809,0.00339429,LBD
AC006978.2,1.724009465,2.369971425,0.624026644,3.797868968,0.000145945,0.003391572,Epilepsy
CAPS2,7.283821597,1.249658781,0.326925852,3.822453235,0.000132131,0.003382866,LBD
AP1S3,1.358625783,2.524510248,0.661273492,3.817649248,0.000134729,0.003373885,MS
AP006222.2,0.642460564,2.325152674,0.683907359,3.399806484,0.000674336,0.003370295,AD
WFS1,2.15781917,2.115033834,0.553909337,3.818375485,0.000134333,0.003369862,MS
SYTL4,0.807472023,1.443562198,0.424459925,3.400938727,0.000671549,0.003359812,AD
SNHG25,7.727969346,1.455690705,0.380553172,3.825196609,0.000130668,0.003351284,LBD
BAIAP2L2,1.611876718,2.085225582,0.545039755,3.825822911,0.000130336,0.003348649,LBD
AC021752.1,0.883209396,2.060323474,0.538201624,3.828162872,0.000129103,0.003334561,LBD
RCC1,5.83190719,1.194001175,0.311838899,3.828903896,0.000128715,0.003330422,LBD
C9orf84,6.840662062,1.545592273,0.453907716,3.40508041,0.000661446,0.003321771,AD
AC004448.5,1.243739591,4.0426759,1.186823501,3.406299166,0.0006585,0.00330925,AD
MIR3681HG,1.191568504,2.28553167,0.596003556,3.834761803,0.000125686,0.003286948,LBD
SLC17A5,6.206652764,1.188468724,0.310705286,3.825067608,0.000130736,0.003285378,MS
STX2,2.754164863,1.586745853,0.414776517,3.825544093,0.000130484,0.003284792,MS
DECR1,8.948031936,1.13204258,0.295753754,3.827652445,0.000129371,0.003262524,MS
BAK1,1.555146035,1.040479397,0.304982486,3.411603761,0.000645819,0.003254474,AD
MMP23B,1.022276987,2.131466176,0.624409951,3.413568556,0.00064118,0.003237819,AD
FAM98C,1.679297387,1.059101546,0.310180844,3.414464714,0.000639075,0.003231039,AD
WBSCR16,0.887788311,2.32910278,0.681376326,3.418232614,0.000630292,0.00319606,AD
TMEM199,2.679436287,1.030962931,0.301493531,3.419519237,0.000627319,0.003185403,AD
ARRDC3,4.911548227,1.835590187,0.478615283,3.835210141,0.000125457,0.003169393,MS
AC131956.2,0.713525037,4.445543981,1.15895262,3.835828923,0.000125141,0.003167009,MS
DAPK1,7.161740965,2.727876653,0.711137423,3.83593461,0.000125088,0.003167009,MS
MT-ND3,264.413115,2.300511732,0.599199241,3.839310157,0.00012338,0.00313908,MS
ITGB8,3.0452387,2.553067133,0.664853386,3.840045322,0.000123012,0.003135264,MS
PDP2,1.521082066,1.310357691,0.340384341,3.849641518,0.000118291,0.003132778,LBD
MIGA1,1.616893503,2.214311703,0.578602019,3.827003071,0.000129713,0.003114453,Epilepsy
PDE5A,5.586428897,1.285692538,0.375100441,3.427595378,0.000608952,0.003107659,AD
C8orf37,0.945660128,2.885041335,0.750740745,3.842926277,0.000121576,0.003105661,MS
TJP1,16.02623242,1.550031256,0.403321866,3.843161966,0.000121459,0.003105661,MS
MGAT1,19.27936096,1.366399381,0.355572916,3.842810633,0.000121633,0.003105661,MS
ALDH3A2,3.903318917,1.573502051,0.409280506,3.844556552,0.000120771,0.003100212,MS
ANAPC2,2.846558411,1.009692343,0.29445523,3.429018197,0.000605769,0.003096666,AD
AP002954.1,0.802534929,2.212049041,0.574005805,3.853704999,0.000116344,0.003092417,LBD
MED17,3.562098646,1.614220114,0.470664991,3.429658341,0.000604342,0.003092015,AD
TBC1D10C,0.975997762,1.240063889,0.361482113,3.43049862,0.000602473,0.003086038,AD
DIAPH2-AS1,6.655514318,1.368729889,0.398883075,3.431406278,0.000600461,0.003076808,AD
NCSTN,5.47015615,1.760498202,0.457409574,3.848844236,0.000118676,0.003051923,MS
C3orf17,2.638488455,2.350702841,0.684338487,3.435000202,0.000592553,0.003047349,AD
MIR4458HG,1.392704922,1.176247332,0.342381547,3.435486937,0.00059149,0.003043644,AD
CDH20,6.290893432,1.954840545,0.506569085,3.858981141,0.000113861,0.003037463,LBD
CASTOR3,1.670118314,3.256272279,0.845546128,3.851087684,0.000117594,0.003035638,MS
S100A1,2.752353448,2.97946594,0.773600388,3.851427671,0.000117431,0.003035638,MS
ICAM1,4.140783288,1.880702586,0.488328701,3.851304632,0.00011749,0.003035638,MS
MFSD1,24.67853781,1.208694389,0.313862157,3.851035754,0.000117619,0.003035638,MS
SQSTM1,15.49995105,1.383774804,0.35912888,3.853142648,0.000116611,0.003031473,MS
CPD,6.30630189,1.481778239,0.384434088,3.85444029,0.000115995,0.003020923,MS
DPF3,1.998981156,2.915598936,0.756311033,3.855026319,0.000115717,0.003019186,MS
FGD5,0.590863892,3.758951949,0.974531238,3.857189796,0.000114698,0.002998058,MS
CRYAB,12.78313098,2.877192677,0.745766175,3.858035901,0.000114302,0.002993162,MS
ALK,1.65851661,3.220059272,0.834360654,3.859313424,0.000113706,0.002983013,MS
CDH1,0.765433353,2.530457924,0.65469701,3.865082448,0.000111052,0.002973378,LBD
HS3ST1,3.006342528,1.154678024,0.300362663,3.844279483,0.000120907,0.002956394,Epilepsy
HLA-DRB5,16.69007915,2.427958857,0.628639537,3.862243325,0.000112351,0.002954079,MS
APOLD1,3.272638293,2.162769175,0.559992041,3.862142707,0.000112397,0.002954079,MS
TMA7,18.8192558,1.806173159,0.467559983,3.862976352,0.000112014,0.002954079,MS
TLDC1,1.434263936,1.099702836,0.319077203,3.446510198,0.000567877,0.002945989,AD
CFAP100,0.678596359,1.704923978,0.494658544,3.446668411,0.000567545,0.002945309,AD
DCAF11,2.80200733,1.306851706,0.379083541,3.447397647,0.000566015,0.002939457,AD
TALDO1,7.813026861,1.693590162,0.438021479,3.866454598,0.000110429,0.002929232,MS
SELENOF,1.614698663,2.163292795,0.562092025,3.848645235,0.000118773,0.002927742,Epilepsy
FADD,0.658046968,1.225234466,0.355246611,3.44896877,0.000562732,0.002926566,AD
LINC01588,0.720524724,1.120908795,0.324986078,3.449097884,0.000562463,0.002926311,AD
MAP3K6,1.343159975,1.182376837,0.342514072,3.452053313,0.000556338,0.002905224,AD
MKNK1-AS1,2.834236153,1.484857798,0.430083784,3.452484966,0.000555448,0.002902109,AD
FYN,4.353201446,2.562710041,0.662329309,3.869238467,0.000109176,0.002901363,MS
GALT,2.332626397,1.816360177,0.526019764,3.453026486,0.000554335,0.002897325,AD
SPR,0.849280564,1.324039296,0.383432251,3.453124485,0.000554133,0.002897308,AD
RETREG1,3.192096044,3.747503522,0.968202775,3.870577135,0.000108578,0.002890839,MS
GNA13,17.36818798,1.286470154,0.332301229,3.871397516,0.000108213,0.00288649,MS
CR1,0.525818016,3.773536572,0.974318854,3.87299964,0.000107504,0.002883373,MS
NR4A1,1.708721669,3.307915387,0.854291613,3.872115019,0.000107895,0.002883373,MS
TSC22D3,8.770521921,2.140727189,0.552816281,3.872402576,0.000107768,0.002883373,MS
DHX33,2.041942998,1.020770112,0.295449247,3.454976183,0.000550341,0.002882638,AD
EGLN3,2.176204005,2.106404327,0.543821736,3.873336032,0.000107356,0.002879692,LBD
ATP8B3,1.446995952,3.358306986,0.801884951,4.188015974,2.81404E-05,0.002877774,ASD
LMTK3,1.987493352,1.47318128,0.380141497,3.875349818,0.000106472,0.002861229,LBD
TMEM186,1.102254627,1.020659561,0.29511067,3.458565431,0.00054306,0.002851606,AD
LSM10,3.451898058,2.146903036,0.553746225,3.877052232,0.00010573,0.002843062,MS
ADIRF,1.115773093,2.018786951,0.520533282,3.878305232,0.000105187,0.002839243,LBD
USH2A,1.381315208,2.355577602,0.607085827,3.880139341,0.000104397,0.002829349,LBD
CHERP,2.741344966,2.977009522,0.86003486,3.461498667,0.000537177,0.002827138,AD
MIR29B2CHG,2.415763001,2.91435012,0.682753332,4.268525665,1.96769E-05,0.002809427,COVID-19
ATP5MD,3.007618554,3.570336764,0.919904183,3.881205054,0.00010394,0.00280384,MS
ITGB1,15.64619513,1.222485939,0.314855669,3.882686769,0.000103309,0.002792061,MS
ABTB2,0.942485237,1.537269558,0.44344031,3.466688806,0.000526912,0.002786295,AD
AGBL1,1.722024998,2.106319401,0.541548942,3.889434982,0.000100478,0.002768352,LBD
LINC00511,1.549413469,1.967701221,0.50589214,3.8895667,0.000100423,0.002768352,LBD
KCNMA1,74.83498116,1.38441448,0.356282443,3.885721865,0.000102026,0.002762617,MS
ZNF669,1.040977892,1.204370148,0.347122913,3.469578359,0.000521276,0.002760063,AD
SEMA3C,1.933701358,2.930982886,0.753910343,3.887707489,0.000101195,0.002745311,MS
LYRM5,1.521623081,2.312479668,0.666171304,3.471298832,0.000517947,0.002744426,AD
RBM26-AS1,0.653129215,3.22314857,0.828828646,3.888799674,0.000100741,0.002738173,MS
AC008415.1,0.956333893,2.975826447,0.763894168,3.895600429,9.79558E-05,0.002729092,LBD
PLEKHH1,5.058650577,1.893920157,0.486801662,3.890537572,0.000100022,0.002723804,MS
PAIP2B,1.320671347,2.640835618,0.678662491,3.891235558,9.9735E-05,0.002723034,MS
CHMP2B,4.135089507,1.676159459,0.430771072,3.891067827,9.9804E-05,0.002723034,MS
SCP2,12.07212067,1.039460228,0.267127928,3.891245056,9.97311E-05,0.002723034,MS
FAM189B,1.581517494,1.061393382,0.305416025,3.475238019,0.0005104,0.002711316,AD
EEF2KMT,1.067206157,1.126431014,0.324098276,3.47558472,0.000509741,0.002708798,AD
U91328.2,1.271477639,2.568816693,0.658933259,3.898447466,9.68114E-05,0.002707318,LBD
LINC01090,1.038701936,2.566882274,0.65831817,3.899151493,9.65304E-05,0.002707318,LBD
PLCH1,1.601569888,2.130873294,0.546464517,3.899380888,9.6439E-05,0.002707318,LBD
